Gamma Ray,Resistivity,Neutron Porosity,Density,Sonic P,Sonic S,Depth,Facies
133.9493,2.6309,0.3021,2.4952,96.67856597,181.1371588,4289.5,
138.9924,2.6598,0.3056,2.506,96.88549375,180.861507,4290,
137.4842,2.6955,0.2728,2.5077,95.97610871,182.6499695,4290.5,
139.6758,2.7091,0.2968,2.4916,96.89718943,181.0988899,4291,
138.4739,2.698,0.3043,2.4807,97.37949502,181.3140857,4291.5,
133.4545,2.679,0.305,2.494,96.53976916,180.3740881,4292,
131.4043,2.6998,0.2851,2.5093,95.23611769,180.3926148,4292.5,
128.6236,2.7368,0.2842,2.5115,94.58419307,179.358202,4293,
126.9033,2.7789,0.2781,2.5093,94.26652889,179.3158672,4293.5,
129.5898,2.7589,0.2938,2.5086,94.78075116,178.3578714,4294,
131.4514,2.7139,0.2724,2.5116,95.08281319,181.544613,4294.5,
130.4853,2.7026,0.2608,2.5193,94.64370718,182.2575601,4295,
129.2363,2.7066,0.2801,2.5292,93.95181943,179.2256946,4295.5,
129.6841,2.7076,0.3035,2.5248,94.40626537,177.404528,4296,
134.4914,2.6441,0.2761,2.5063,96.00327398,182.906553,4296.5,
137.2721,2.5902,0.3072,2.4928,97.49679674,182.0937,4297,
133.1953,2.6477,0.3186,2.4967,97.13125787,180.7191248,4297.5,
129.6604,2.7225,0.2722,2.5128,94.76951174,181.1252735,4298,
129.849,2.7947,0.2744,2.5171,94.20068489,179.4005789,4298.5,
130.6738,2.8432,0.2855,2.5108,94.33102916,177.8168671,4299,
132.9596,2.8858,0.2763,2.5067,94.53417905,178.6464276,4299.5,
134.2558,2.9284,0.2674,2.5053,94.49799387,179.1977836,4300,
130.0376,2.9608,0.2615,2.5095,93.76427757,178.7814315,4300.5,
128.1995,2.9928,0.2644,2.5107,93.31520424,177.588006,4301,
136.4002,3.0028,0.2704,2.5097,94.16473558,177.6010029,4301.5,
137.7199,3.0395,0.2588,2.5117,94.0385103,178.4114104,4302,
128.435,3.0669,0.2389,2.5135,92.95604697,179.1928618,4302.5,
123.2035,3.0449,0.2367,2.5239,91.9034512,178.1398233,4303,
125.4894,2.9901,0.2431,2.5306,92.11951087,178.276759,4303.5,
127.6103,2.941,0.2627,2.5201,93.08939726,177.985111,4304,
123.345,2.9281,0.2666,2.5093,93.11319091,177.8467428,4304.5,
125.2302,2.9227,0.2674,2.5068,93.48632537,178.241894,4305,
132.2056,2.9268,0.2901,2.5092,94.27512459,176.5931702,4305.5,
138.309,2.9252,0.3019,2.5219,94.986985,176.8708995,4306,
140.5006,2.9233,0.3063,2.5342,94.97709429,176.7643125,4306.5,
139.7936,2.9146,0.2744,2.531,94.15652892,177.8251244,4307,
141.1368,2.8571,0.2662,2.5232,94.9412695,180.3524178,4307.5,
135.2691,2.8486,0.2612,2.5172,94.60425185,180.7918868,4308,
124.7117,2.864,0.2676,2.5192,93.1151722,178.2617291,4308.5,
125.9842,2.8914,0.2512,2.5232,93.00297264,179.529619,4309,
130.6503,2.9239,0.2423,2.5193,93.56717684,180.68912,4309.5,
122.7794,2.942,0.2598,2.5217,92.3984182,177.5298839,4310,
116.0162,2.9456,0.2607,2.5325,90.91849223,175.5690484,4310.5,
121.6247,2.9462,0.2543,2.5362,91.48425563,176.8193667,4311,
133.3603,2.9404,0.252,2.5253,93.61501918,179.7013178,4311.5,
140.5948,2.8753,0.2561,2.518,94.9621555,181.4044763,4312,
138.1911,2.8642,0.2395,2.5216,94.46834661,182.3488606,4312.5,
136.4709,2.9374,0.2361,2.5157,94.14068453,181.6951042,4313,
137.9084,2.9666,0.2482,2.515,94.33389337,180.6982574,4313.5,
135.8582,2.982,0.2577,2.5194,93.90472217,178.993376,4314,
128.5058,3.0679,0.2644,2.5118,92.90211348,176.2952069,4314.5,
127.7988,3.1027,0.2541,2.5164,92.5397911,176.7590646,4315,
133.4074,3.0951,0.2734,2.5273,92.60675496,174.4277812,4315.5,
134.2086,3.0925,0.2814,2.5157,93.36255938,174.7599076,4316,
132.7712,3.0852,0.2825,2.4951,94.04935166,175.6937991,4316.5,
134.0908,3.0594,0.2791,2.4978,94.13721515,176.254557,4317,
135.5283,3.019,0.2754,2.5057,94.16152557,176.937879,4317.5,
135.5754,2.9539,0.2877,2.5022,94.8066517,177.2329092,4318,
139.4637,2.8498,0.2957,2.5045,95.86246271,178.7838267,4318.5,
142.3151,2.7866,0.2704,2.5055,95.95636599,181.8233547,4319,
133.1482,2.782,0.2764,2.511,94.93493529,180.1594021,4319.5,
124.3347,2.8203,0.2817,2.5278,92.74828207,176.4868339,4320,
127.7046,2.8542,0.2659,2.5343,92.79196505,177.9760302,4320.5,
131.64,2.8529,0.2724,2.5322,93.38174617,177.881146,4321,
133.9966,2.8454,0.2611,2.5331,93.76260074,179.7160416,4321.5,
135.7168,2.8446,0.2666,2.5259,94.29198337,179.7546855,4322,
133.5488,2.8302,0.2443,2.5144,94.45475152,182.3140511,4322.5,
127.7046,2.8505,0.2553,2.5138,93.8649909,180.6256521,4323,
123.6985,2.8844,0.2517,2.5194,92.91995058,179.4812605,4323.5,
124.4525,2.8736,0.2423,2.5282,92.50868431,179.6045719,4324,
126.1964,2.8554,0.2389,2.5364,92.31875354,179.5764372,4324.5,
125.6308,2.862,0.2563,2.528,92.84441389,179.0740951,4325,
126.2199,2.8173,0.2669,2.5058,94.20025644,180.2155528,4325.5,
126.5263,2.7578,0.3035,2.4888,95.47570291,178.5816706,4326,
129.6604,2.7389,0.3027,2.4865,96.02514736,179.4667094,4326.5,
134.4443,2.7452,0.3046,2.4919,96.4585992,179.8213135,4327,
132.8418,2.7057,0.2938,2.4957,96.00021306,180.3812271,4327.5,
129.3305,2.7201,0.2684,2.5014,95.22373512,182.2038283,4328,
132.1349,2.7872,0.2674,2.5148,94.65478836,180.8324142,4328.5,
142.0323,2.8175,0.2849,2.5265,95.19384921,178.9277749,4329,
143.894,2.8381,0.2644,2.5247,95.26496372,181.0751702,4329.5,
134.35,2.8772,0.2543,2.5146,94.455741,181.1136686,4330,
133.7609,2.9459,0.2752,2.5111,94.13375368,177.6394747,4330.5,
140.0528,3.0205,0.2807,2.5202,94.20334363,176.3712393,4331,
140.2178,3.0562,0.2714,2.529,93.57318705,176.0767676,4331.5,
134.8213,3.0438,0.2531,2.5269,93.1952116,178.0370375,4332,
126.267,3.0235,0.229,2.5158,92.61294651,179.6390213,4332.5,
124.6646,3.002,0.2354,2.5041,93.08977547,180.1087397,4333,
127.4453,3.0113,0.2564,2.5084,93.29827815,178.3826185,4333.5,
121.6954,3.0633,0.2436,2.5139,92.16904998,177.9004306,4334,
117.5479,3.0743,0.2578,2.5025,92.0643906,176.3352883,4334.5,
124.7353,3.0733,0.2481,2.4944,93.27317963,178.824105,4335,
126.6442,3.0728,0.2543,2.4984,93.30098467,178.1027323,4335.5,
126.1257,3.0671,0.2607,2.5064,92.90783503,176.8663557,4336,
126.3849,3.0469,0.2492,2.5037,93.22906231,178.8141025,4336.5,
121.6954,3.0363,0.254,2.4949,93.11379947,178.3990664,4337,
120.0223,3.0583,0.2665,2.4913,92.86160513,176.4304199,4337.5,
123.0858,3.1105,0.2617,2.489,93.03924246,176.6386098,4338,
124.5233,3.1862,0.2495,2.4864,92.93731329,177.2130077,4338.5,
122.7558,3.2544,0.2506,2.488,92.37943324,175.7627185,4339,
127.516,3.309,0.2702,2.4944,92.3086127,172.7816254,4339.5,
131.1451,3.3523,0.2332,2.4948,92.43395212,176.6532633,4340,
125.9371,3.3781,0.2314,2.49,92.07329585,176.3514313,4340.5,
123.6985,3.424,0.2311,2.4928,91.62283772,175.4764723,4341,
123.8398,3.5443,0.2296,2.5041,90.70389051,173.3345061,4341.5,
117.7128,3.7319,0.2211,2.5118,88.99965327,170.5975626,4342,
113.7538,3.8869,0.2351,2.509,87.52407377,165.5192703,4342.5,
119.5745,3.9711,0.2363,2.4999,88.21284045,165.4448892,4343,
120.6585,4.0044,0.2264,2.4934,88.48135993,166.5684147,4343.5,
113.4004,3.9869,0.22,2.487,88.31252484,167.6424549,4344,
108.1689,3.9514,0.2269,2.4719,88.41692594,167.4641188,4344.5,
104.422,3.946,0.2235,2.4703,88.26853145,167.9396627,4345,
103.008,3.9888,0.2582,2.4944,86.35761001,161.4587065,4345.5,
104.2805,4.0844,0.2326,2.5141,85.13767621,161.1425006,4346,
105.1525,4.1604,0.2297,2.5123,85.05868209,160.702249,4346.5,
103.4558,4.1303,0.2235,2.5027,85.6821551,162.6499047,4347,
100.4394,4.0879,0.2317,2.4956,85.66835903,162.1327329,4347.5,
99.5439,4.0578,0.2205,2.4939,86.16008173,164.5697508,4348,
102.7488,4.1092,0.2441,2.501,85.4242895,160.3372472,4348.5,
106.2365,4.1028,0.2454,2.5054,85.70024347,160.5992951,4349,
106.7785,3.9812,0.2507,2.4997,86.5502521,162.1628261,4349.5,
107.5797,3.9606,0.243,2.493,87.11205081,163.7201196,4350,
106.8963,4.0331,0.2533,2.4888,87.00605493,162.3608045,4350.5,
102.2068,4.0522,0.2356,2.4838,86.60512404,163.2461478,4351,
98.8134,4.0444,0.2438,2.478,86.39772162,162.2986635,4351.5,
98.2714,4.0258,0.2634,2.4744,86.7468715,161.6642508,4352,
93.5819,4.0106,0.2584,2.4641,86.56891759,161.7747692,4352.5,
92.8749,3.9903,0.2516,2.4548,86.99950901,163.0180925,4353,
98.9077,3.9674,0.2421,2.4613,87.58224575,164.7311452,4353.5,
101.9712,3.9353,0.2672,2.468,87.97330032,163.6431917,4354,
105.7416,3.9182,0.2651,2.4718,88.30364067,164.2376967,4354.5,
104.7519,3.9224,0.2563,2.4716,87.98085374,164.2109632,4355,
100.1095,3.9327,0.2516,2.466,87.59049516,164.047817,4355.5,
100.7458,3.9717,0.2765,2.4676,88.07912225,163.4805058,4356,
101.8297,4.0272,0.2483,2.4773,86.88330461,162.6410777,4356.5,
102.466,4.0697,0.2499,2.4873,86.29846306,161.4242099,4357,
106.6607,4.0615,0.2361,2.4898,86.79601504,163.2229871,4357.5,
104.5869,4.0934,0.236,2.498,85.96243406,161.8766258,4358,
99.2376,4.198,0.2241,2.5041,84.71817997,160.7994011,4358.5,
104.0685,4.1518,0.2308,2.4951,85.88019375,161.8671669,4359,
107.1791,4.0713,0.237,2.4921,86.69072925,162.8915348,4359.5,
102.2775,4.0225,0.2246,2.4948,86.48269608,164.6780776,4360,
97.918,3.9757,0.2221,2.4959,86.21612601,165.2664491,4360.5,
98.0122,3.9127,0.2403,2.4956,85.99701262,163.1829472,4361,
99.9445,3.8502,0.2393,2.4928,86.73768904,164.8248414,4361.5,
104.3984,3.8173,0.2229,2.4938,87.89307216,168.6606168,4362,
108.6873,3.8194,0.2135,2.5064,87.98167862,169.6796011,4362.5,
107.3205,3.7994,0.2188,2.5203,87.01549256,167.922159,4363,
110.0541,3.7508,0.2178,2.5179,87.7510937,169.3700917,4363.5,
114.1781,3.7241,0.2139,2.5128,88.7279384,171.2266184,4364,
111.68,3.735,0.2269,2.5098,88.23365539,169.0404299,4364.5,
111.9629,3.7687,0.225,2.5025,88.51823049,169.3675868,4365,
111.4916,3.8256,0.2143,2.4932,88.85585353,170.6643298,4365.5,
114.3665,3.8856,0.2188,2.4815,89.11344508,169.8002977,4366,
119.3153,3.8618,0.2078,2.4772,89.78089523,172.0196395,4366.5,
113.1882,3.9117,0.2015,2.4784,89.23154158,171.7838527,4367,
106.8021,4.1848,0.2145,2.4738,87.34021046,165.4951432,4367.5,
109.1821,4.5078,0.2043,2.4777,86.02429218,161.9459787,4368,
123.1564,4.5836,0.1966,2.4848,86.39855052,162.0760487,4368.5,
129.2834,4.5485,0.1985,2.4864,86.75115688,162.3536897,4369,
121.7426,4.5718,0.1895,2.5054,86.13529744,162.8165931,4369.5,
118.8675,4.5447,0.2199,2.5153,85.28346261,158.9287909,4370,
115.05,4.4376,0.2083,2.5014,85.95593224,161.72544,4370.5,
111.091,4.2906,0.2178,2.4921,86.44262182,162.7014908,4371,
112.6227,4.2296,0.2279,2.4968,86.53433812,162.1995393,4371.5,
117.7599,4.2335,0.2032,2.5069,87.14425413,165.7357062,4372,
117.8778,4.2308,0.2053,2.5016,87.29523334,165.6820515,4372.5,
116.5582,4.2069,0.199,2.489,87.85647521,167.5714657,4373,
116.2046,4.1698,0.1929,2.4844,88.23854865,169.187118,4373.5,
114.508,4.0037,0.2275,2.4843,88.25217042,166.3926434,4374,
111.4916,3.5496,0.2427,2.4868,89.89990506,171.0798194,4374.5,
107.8154,3.5285,0.2622,2.4951,88.80492277,167.5460795,4375,
106.425,3.6271,0.2654,2.5167,87.07342351,164.1040373,4375.5,
111.6329,3.6836,0.25,2.5361,86.56765393,164.2759432,4376,
116.6995,3.743,0.2385,2.5353,87.12615896,165.6812482,4376.5,
115.7569,3.7832,0.2303,2.531,87.24384084,166.5639799,4377,
117.1709,3.8087,0.2255,2.53,87.48544565,167.2275287,4377.5,
116.3225,3.8292,0.2179,2.5206,88.00466571,168.7906468,4378,
112.8583,3.8417,0.2152,2.5085,88.22128609,169.4728845,4378.5,
114.0602,3.8189,0.2192,2.498,88.83788186,169.9986595,4379,
116.7231,3.7561,0.2058,2.4826,89.98873833,173.425763,4379.5,
119.1268,3.7251,0.2335,2.4764,90.14832517,170.5780004,4380,
125.5366,3.7333,0.226,2.4877,90.35155983,171.4411254,4380.5,
132.5119,3.7409,0.2329,2.5036,90.32996807,170.1609876,4381,
131.2394,3.7544,0.2108,2.513,90.23552578,172.7509485,4381.5,
123.0622,3.7882,0.2257,2.5132,89.0976215,169.3863492,4382,
117.0059,3.8763,0.219,2.518,87.94634576,168.1137331,4382.5,
118.2784,4.0058,0.2036,2.5299,87.29652894,167.9147722,4383,
116.7938,4.0434,0.2134,2.5344,86.36862628,165.0845519,4383.5,
111.9629,3.9656,0.2293,2.5339,85.69659475,163.0138632,4384,
112.7877,3.9503,0.2223,2.5326,86.15481296,164.660939,4384.5,
114.3901,4.0404,0.1933,2.5273,87.05701109,168.5602328,4385,
111.5151,4.2989,0.2017,2.532,84.9693727,162.5646244,4385.5,
106.6136,4.5513,0.2064,2.5473,82.11467741,155.8908446,4386,
100.6987,4.6389,0.209,2.5401,81.34425698,154.0588664,4386.5,
97.2816,4.5584,0.2126,2.5155,82.47061639,156.0329178,4387,
100.7222,4.6397,0.1962,2.5134,83.19667529,158.2219917,4387.5,
103.5265,4.8521,0.1929,2.5284,81.79910575,154.700915,4388,
101.4056,4.7315,0.2189,2.5368,81.19761414,152.466038,4388.5,
104.6104,4.598,0.2203,2.533,82.22449548,154.5018437,4389,
112.2456,4.4018,0.2159,2.5156,84.99536615,159.9312866,4389.5,
113.0233,4.2864,0.1978,2.5074,86.59809,165.440527,4390,
107.2969,4.1966,0.2019,2.5203,85.62015022,164.595263,4390.5,
107.2027,4.168,0.1986,2.531,85.2561895,164.7224726,4391,
110.7847,4.1512,0.205,2.5272,85.77651543,164.6549642,4391.5,
111.1146,4.1516,0.2374,2.5157,85.62585611,160.6649489,4392,
111.9629,4.1265,0.2099,2.5105,86.75365419,165.5727274,4392.5,
111.1381,4.1121,0.203,2.5136,86.81020718,166.7115157,4393,
110.6432,4.0878,0.2004,2.5115,87.05168077,167.5927028,4393.5,
110.2191,4.0146,0.2084,2.507,87.34558298,167.689925,4394,
108.1924,3.9064,0.209,2.508,87.55045555,168.8897141,4394.5,
112.2221,3.8911,0.2205,2.5092,87.7175033,167.6894597,4395,
115.2385,3.91,0.1967,2.512,88.3443732,170.9402684,4395.5,
110.6432,3.9007,0.2046,2.5066,88.02063479,169.9687247,4396,
109.2529,3.8929,0.2052,2.4995,88.21763822,170.2948909,4396.5,
109.512,3.8493,0.2082,2.5102,87.86092299,169.7995967,4397,
111.2559,3.7641,0.2135,2.5176,87.95193589,169.9649209,4397.5,
117.2416,3.6545,0.2287,2.5111,89.18816049,170.6335603,4398,
122.9208,3.5574,0.2258,2.4958,90.87830888,173.9439487,4398.5,
122.7794,3.455,0.2336,2.487,91.53814679,174.8321609,4399,
114.8614,3.3692,0.2412,2.5,90.62449848,173.7728655,4399.5,
105.7887,3.3255,0.2188,2.5094,89.15681203,174.0070512,4400,
109.3471,3.3611,0.2233,2.503,89.93918,174.6755346,4400.5,
123.9812,3.5086,0.2272,2.5028,90.96831965,174.2899883,4401,
134.727,3.6479,0.2261,2.5118,90.84286672,172.4955721,4401.5,
131.7813,3.699,0.1945,2.5112,90.50505568,174.971348,4402,
125.2773,3.6492,0.2201,2.4953,90.67382344,173.4210421,4402.5,
129.7548,3.5399,0.2275,2.493,91.47581166,174.3956785,4403,
132.0641,3.4552,0.2326,2.5063,91.72369657,174.8090418,4403.5,
127.139,3.4238,0.2236,2.5004,91.70421706,176.2473702,4404,
125.0181,3.4395,0.2212,2.4902,91.71415875,176.4218758,4404.5,
124.0284,3.4794,0.2273,2.498,91.26211982,174.9254062,4405,
123.8162,3.4854,0.1978,2.5108,90.53756701,175.96404,4405.5,
124.0519,3.469,0.2075,2.5205,90.46267034,175.5253597,4406,
119.8808,3.4634,0.2246,2.5101,90.50602455,174.4388279,4406.5,
112.9762,3.4615,0.2233,2.4889,90.65065975,174.9822698,4407,
113.5889,3.4655,0.206,2.4849,90.6087067,175.9278261,4407.5,
115.8276,3.4995,0.1978,2.4895,90.3745424,175.7144945,4408,
116.2754,3.5481,0.193,2.4962,89.9825512,175.1209465,4408.5,
117.7836,3.5796,0.2031,2.4957,90.30626843,175.077588,4409,
120.1636,3.5882,0.2109,2.488,90.77018508,175.1100473,4409.5,
123.7927,3.5828,0.2041,2.4907,90.89467117,175.7006601,4410,
125.6779,3.5837,0.1991,2.4916,90.89101165,175.9322687,4410.5,
122.5202,3.5915,0.2075,2.482,90.98459638,175.5596482,4411,
121.2241,3.5661,0.2135,2.4808,91.08957421,175.4408644,4411.5,
126.432,3.5413,0.1985,2.4949,90.99000012,176.2906174,4412,
126.7855,3.5379,0.1962,2.5103,90.64946353,175.9443335,4412.5,
123.18,3.5325,0.2049,2.5123,90.45170138,175.3428452,4413,
124.264,3.5293,0.1994,2.5031,90.72255024,175.9777475,4413.5,
125.0652,3.5135,0.2017,2.4989,90.98022597,176.2910909,4414,
127.2096,3.4965,0.2078,2.4939,91.40798785,176.5928975,4414.5,
131.5458,3.514,0.22,2.4807,91.84881008,175.856342,4415,
127.4689,3.5622,0.2257,2.4827,91.41989619,174.4147457,4415.5,
125.89,3.6046,0.2283,2.5061,90.52848193,172.6103277,4416,
126.9741,3.6612,0.2332,2.5143,89.94478133,170.6008775,4416.5,
124.1226,3.7119,0.223,2.5036,90.00236489,171.6436853,4417,
121.0355,3.6969,0.2351,2.4944,89.90567737,170.2381527,4417.5,
117.9485,3.6721,0.2337,2.4882,90.00445294,170.9300172,4418,
119.6924,3.6652,0.2296,2.4943,90.05952383,171.5194158,4418.5,
118.9382,3.6585,0.2405,2.5009,89.55460601,169.5259395,4419,
115.969,3.6636,0.2448,2.4903,89.59318505,169.1365547,4419.5,
119.2917,3.6663,0.251,2.4687,90.53970958,169.5796167,4420,
119.4802,3.676,0.2561,2.4575,90.79223785,169.3548239,4420.5,
118.844,3.6762,0.2386,2.4691,90.48376247,170.8476285,4421,
119.2681,3.6587,0.2275,2.4842,90.40005712,172.3237947,4421.5,
117.6421,3.6812,0.2503,2.4973,89.33264892,167.9451714,4422,
117.053,3.7129,0.2476,2.5153,88.23900547,166.4517119,4422.5,
117.8778,3.7178,0.2609,2.5179,88.20246766,165.1931113,4423,
119.6688,3.7107,0.2265,2.505,89.48419617,170.7018754,4423.5,
118.0192,3.6926,0.2469,2.4999,89.23255399,168.0594193,4424,
113.7067,3.681,0.2485,2.5039,88.54500053,167.1786105,4424.5,
114.9792,3.6576,0.2265,2.5066,89.18342328,170.972306,4425,
118.0664,3.6129,0.2403,2.5086,89.34239802,169.7138503,4425.5,
123.7456,3.5664,0.234,2.5157,90.03282222,171.6569996,4426,
125.7722,3.5668,0.2374,2.5081,90.48752219,171.755199,4426.5,
119.8808,3.6111,0.2226,2.4918,90.53196572,173.497701,4427,
119.0325,3.6178,0.2361,2.4938,90.14418712,171.2768386,4427.5,
121.7897,3.6209,0.2392,2.4962,90.23961746,170.8553158,4428,
119.9987,3.6312,0.2186,2.4885,90.57284873,173.8174218,4428.5,
121.012,3.6308,0.2322,2.4888,90.47359324,172.0095704,4429,
122.2845,3.6341,0.2305,2.4943,90.4192612,172.0663849,4429.5,
121.3654,3.649,0.217,2.4939,90.46068896,173.6418167,4430,
118.8204,3.6661,0.2086,2.4962,90.14537814,173.9666135,4430.5,
117.9485,3.7168,0.2204,2.4979,89.6891913,171.765655,4431,
115.7334,3.7514,0.2381,2.4968,88.96013745,168.2908646,4431.5,
111.7979,3.7355,0.2163,2.5049,88.7441377,171.0009751,4432,
118.2313,3.6942,0.2132,2.5122,89.35652279,172.2680125,4432.5,
125.3009,3.6767,0.2159,2.508,90.23976507,173.0844884,4433,
122.096,3.6759,0.2217,2.5055,89.96708531,172.1752903,4433.5,
124.7589,3.6467,0.2233,2.5012,90.4534428,172.7901922,4434,
127.681,3.5974,0.2273,2.4863,91.18613368,173.5790468,4434.5,
118.2313,3.5225,0.2553,2.4749,90.97573362,170.9773861,4435,
114.2487,3.3879,0.2675,2.4733,91.2868664,171.4000708,4435.5,
120.14,3.2435,0.257,2.4774,92.48462747,175.319475,4436,
118.9618,3.1746,0.2495,2.4823,92.64616278,177.1532846,4436.5,
119.1974,3.1317,0.2502,2.4866,92.72705297,177.5548524,4437,
122.8736,2.9848,0.2434,2.4943,93.44392017,180.2056838,4437.5,
120.635,2.975,0.2262,2.5057,92.38887692,179.6582632,4438,
117.4771,3.133,0.2485,2.514,91.28285613,175.7763691,4438.5,
115.9454,3.3474,0.2757,2.5116,89.87191822,168.9341154,4439,
113.8482,3.5786,0.2305,2.4999,89.67689931,171.9254746,4439.5,
116.2282,3.7671,0.2019,2.4872,89.79084739,173.4200502,4440,
120.9413,3.86,0.2235,2.489,89.41026038,169.515516,4440.5,
124.9474,3.8336,0.2228,2.5064,89.34995106,169.5936986,4441,
128.8357,3.7559,0.2121,2.5155,89.9657969,172.324724,4441.5,
133.3366,3.6875,0.2091,2.5128,90.70209228,174.0464954,4442,
137.3193,3.6848,0.2141,2.5148,90.88216135,173.5822208,4442.5,
128.7886,3.6767,0.2182,2.5225,90.0119967,172.3636804,4443,
116.511,3.6726,0.2148,2.5256,88.56269032,171.2018837,4443.5,
115.6391,3.6862,0.2102,2.5266,88.40027176,171.3257641,4444,
118.7969,3.6949,0.1971,2.5269,88.78765568,172.6764219,4444.5,
116.1104,3.6742,0.2046,2.5175,88.9974061,172.675722,4445,
115.3799,3.6457,0.2143,2.5136,89.15442066,172.3230585,4445.5,
119.4331,3.6194,0.2282,2.513,89.53541828,171.400952,4446,
121.7426,3.6049,0.2266,2.4986,90.44957114,172.8935399,4446.5,
124.1461,3.6003,0.237,2.4812,90.97151052,172.1946485,4447,
123.6513,3.5905,0.2416,2.4742,91.08985421,171.8769973,4447.5,
119.6688,3.5757,0.2444,2.4846,90.60615275,171.2185057,4448,
119.7159,3.586,0.2368,2.5033,89.98582619,171.2361814,4448.5,
122.3316,3.5905,0.2285,2.5205,89.64722846,171.6505521,4449,
122.4731,3.5874,0.2317,2.5344,88.89014529,170.2030679,4449.5,
126.0315,3.5926,0.2377,2.5425,88.73048797,169.0019047,4450,
126.7619,3.5943,0.2371,2.5418,88.86667433,169.2216496,4450.5,
122.3553,3.5805,0.2303,2.5363,88.84254252,170.3779275,4451,
120.1872,3.5662,0.2296,2.5312,88.93133589,170.8121643,4451.5,
122.4495,3.5605,0.2304,2.5376,88.88315357,170.5974085,4452,
122.2374,3.5198,0.2246,2.5483,88.58499199,171.1931351,4452.5,
120.3522,3.49,0.2135,2.5408,88.95771448,172.964849,4453,
125.2773,3.5079,0.2287,2.5311,89.87972417,172.5522168,4453.5,
133.4074,3.5333,0.2123,2.5282,90.94068427,175.2516267,4454,
128.7178,3.5524,0.1959,2.5211,90.47903649,175.6464824,4454.5,
122.968,3.5047,0.2178,2.5133,90.56790723,174.7575999,4455,
121.9781,3.4202,0.233,2.4975,91.33534535,174.9755311,4455.5,
118.0664,3.4002,0.2378,2.4743,91.75899029,175.3187028,4456,
121.9781,3.4013,0.2326,2.4678,92.12487732,176.2055048,4456.5,
130.6974,3.3675,0.2333,2.4768,92.58407005,176.6704896,4457,
131.7578,3.3526,0.242,2.4863,92.58472878,175.744222,4457.5,
131.1922,3.3729,0.2278,2.503,92.1699321,176.7215493,4458,
131.1686,3.3919,0.2175,2.5212,91.53781284,176.673469,4458.5,
128.8828,3.337,0.2304,2.5202,91.57535004,176.0245732,4459,
129.7077,3.2318,0.223,2.5124,92.32528422,178.4000658,4459.5,
125.513,3.1712,0.2134,2.5133,91.80827524,178.4488688,4460,
119.3153,3.1457,0.2317,2.5047,91.91328498,177.9659831,4460.5,
129.8726,3.1406,0.2188,2.4946,92.94098112,179.9160152,4461,
139.1102,3.1216,0.2482,2.4954,94.05429305,178.8287519,4461.5,
136.2352,3.0848,0.242,2.4883,94.13996511,180.0738245,4462,
131.8285,3.0784,0.2485,2.4812,94.0781411,179.5143593,4462.5,
127.8223,3.1058,0.2229,2.4851,93.18731105,180.2543306,4463,
131.5693,3.104,0.249,2.4874,93.83678714,178.932321,4463.5,
141.2783,3.0771,0.2297,2.495,94.14428879,181.067491,4464,
138.8038,3.063,0.2347,2.5086,93.99043141,180.6900883,4464.5,
126.7619,3.0299,0.2499,2.5114,93.03676662,178.6042333,4465,
122.4966,3.0454,0.2474,2.5093,92.56314621,178.2139898,4465.5,
128.1287,3.0729,0.2601,2.5115,92.88772677,176.7727271,4466,
127.7752,3.095,0.2468,2.5122,92.81982587,178.0520645,4466.5,
